,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(3),Corr with auto_vol(3),student_vol(-1),Corr with student_vol(-1),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(-4),Corr with mortgage 90(-4)
26,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.0,0.20538038359623467
27,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,4.8,0.20538038359623467
28,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.3,0.20538038359623467
29,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.2,0.20538038359623467
30,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.0,0.20538038359623467
31,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,4.8,0.20538038359623467
32,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.3,0.20538038359623467
33,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.2,0.20538038359623467
34,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.0,0.20538038359623467
35,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,4.8,0.20538038359623467
36,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.3,0.20538038359623467
37,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.2,0.20538038359623467
38,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.0,0.20538038359623467
39,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,4.8,0.20538038359623467
40,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.3,0.20538038359623467
41,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.2,0.20538038359623467
42,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,5.0,0.20538038359623467
43,WASHINGTON,2010-08,4.59,Other FHA,0.23101619047619049,4.358983809523809,-0.03204198763070391,0.2659952380952381,4.324004761904762,-0.03369464847428399,0.27546238095238096,4.314537619047619,-0.03227394613236733,0.3123080952380952,4.277691904761904,-0.035367854729586784,0.3625466666666667,4.227453333333333,-0.040961501581854194,0.5790957142857143,4.010904285714286,-0.06554290885615782,0.9435780952380955,3.646421904761904,-0.06452336393191363,0.15409090909090908,4.435909090909091,-0.0011119252992649333,0.19136363636363637,4.3986363636363635,-0.0022097357258844593,0.25909090909090904,4.330909090909091,0.0029267250678328078,1.4654545454545451,3.124545454545455,0.385587050293639,2.6986363636363637,1.8913636363636361,0.7015922064328423,3.516818181818181,1.0731818181818187,0.6583293940157395,3.8031818181818178,0.7868181818181821,0.62309553622324,30207558860.6451,-0.27990161256127216,10534224377.9144,-0.5187663706854128,99.0214107435932,0.2679857104451891,3.3,0.2313667356964099,4.8,0.20538038359623467
