,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-1),Corr with auto_vol(-1),student_vol(4),Corr with student_vol(4),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-4),Corr with mortgage 90(-4)
27,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.6,-0.30212113769088
28,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.6,-0.30212113769088
29,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.6,-0.30212113769088
30,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,4.1,-0.30212113769088
31,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,4.0,-0.30212113769088
32,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.9,-0.30212113769088
33,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,4.2,-0.30212113769088
34,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,4.3,-0.30212113769088
35,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.8,-0.30212113769088
36,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.7,-0.30212113769088
37,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.6,-0.30212113769088
38,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.6,-0.30212113769088
39,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.6,-0.30212113769088
40,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.8,-0.30212113769088
41,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.7,-0.30212113769088
42,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.6,-0.30212113769088
43,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.6,-0.30212113769088
44,WILMINGTON,2010-07,4.25,New Construction,0.26711500000000005,3.982885,0.5845908184617506,0.31483090909090916,3.935169090909091,0.5918961537679372,0.3341213636363637,3.915878636363636,0.5935221075713829,0.41480272727272727,3.8351972727272727,0.6064315344181704,0.5103277272727272,3.739672272727273,0.618150295505031,0.7185045454545452,3.5314954545454547,0.6130567506040585,1.117797727272727,3.132202272727273,0.62230487946553,0.15666666666666668,4.093333333333334,0.5685657823035788,0.20047619047619053,4.0495238095238095,0.5742023441680567,0.2914285714285714,3.9585714285714286,0.5928236888721676,1.7628571428571433,2.4871428571428567,0.7659943286379801,3.0114285714285716,1.2385714285714284,0.5271299131076015,3.796190476190476,0.4538095238095239,0.21317335031501505,3.994285714285714,0.2557142857142858,0.11374557755103293,28389074974.2894,0.19908000561351288,11082139451.8714,0.6572653602586621,95.78917846656341,0.14790448898185457,3.8,-0.3135876966463038,3.6,-0.30212113769088
